partitioning,price,rooms_count,useful_surface,built_surface,bathrooms_count,price_range
decomandat,54500,2.0,55.0,66.0,1.0,mic
decomandat,41800,2.0,51.0,61.0,1.0,mic
decomandat,72000,2.0,59.0,66.0,1.0,mediu
decomandat,78600,2.0,56.0,,1.0,mediu
semidecomandat,89000,2.0,50.0,60.0,1.0,mediu
decomandat,72600,2.0,51.0,,1.0,mediu
decomandat,156000,2.0,54.0,79.0,1.0,mare
decomandat,75200,2.0,53.0,,1.0,mediu
decomandat,99910,2.0,53.0,63.0,1.0,mediu
decomandat,59072,2.0,57.0,,1.0,mic
decomandat,280000,5.0,180.0,200.0,3.0,mare
decomandat,127000,3.0,82.0,101.0,2.0,mediu
decomandat,88000,3.0,72.0,72.0,1.0,mediu
decomandat,126188,3.0,83.0,101.0,2.0,mediu
decomandat,59000,2.0,54.0,60.0,1.0,mic
decomandat,314000,4.0,140.0,167.0,2.0,mare
decomandat,169900,3.0,125.0,150.0,2.0,mare
decomandat,58000,2.0,54.0,59.0,1.0,mic
decomandat,115500,3.0,82.0,117.0,2.0,mediu
decomandat,60200,2.0,105.0,105.0,1.0,mic
decomandat,56000,2.0,47.0,57.0,1.0,mic
decomandat,71998,2.0,59.0,66.0,1.0,mediu
decomandat,50950,2.0,58.0,70.0,1.0,mic
decomandat,125000,3.0,102.0,149.0,2.0,mediu
decomandat,127000,2.0,50.0,93.0,1.0,mediu
decomandat,139500,3.0,74.0,106.0,2.0,mediu
decomandat,169000,3.0,110.0,139.0,1.0,mare
decomandat,94000,3.0,93.0,107.0,1.0,mediu
semidecomandat,319000,3.0,81.0,100.0,2.0,mare
decomandat,72000,2.0,72.0,83.0,1.0,mediu
semidecomandat,72900,3.0,67.0,73.0,1.0,mediu
decomandat,67000,2.0,66.0,,2.0,mediu
decomandat,33000,1.0,33.0,38.0,1.0,mic
decomandat,38000,2.0,40.0,51.0,1.0,mic
decomandat,57200,2.0,50.0,53.0,1.0,mic
decomandat,62000,2.0,61.0,67.0,1.0,mic
decomandat,550000,6.0,170.0,240.0,4.0,mare
semidecomandat,67466,2.0,42.0,55.0,1.0,mediu
decomandat,109000,1.0,44.0,63.0,1.0,mediu
,169000,3.0,92.0,169.0,2.0,mare
decomandat,57920,2.0,51.0,62.0,1.0,mic
decomandat,90000,3.0,,108.0,2.0,mediu
decomandat,84000,2.0,50.0,69.0,1.0,mediu
decomandat,140000,3.0,75.0,94.0,2.0,mediu
decomandat,245000,3.0,111.0,111.0,2.0,mare
decomandat,657000,5.0,175.0,250.0,4.0,mare
decomandat,44000,1.0,40.0,44.0,1.0,mic
decomandat,60000,2.0,54.0,62.0,1.0,mic
decomandat,40900,2.0,54.0,65.0,1.0,mic
decomandat,43000,2.0,44.0,55.0,1.0,mic
decomandat,88500,3.0,88.0,98.0,2.0,mediu
decomandat,239000,3.0,90.0,127.0,2.0,mare
decomandat,85000,3.0,73.0,83.0,1.0,mediu
decomandat,330000,3.0,112.0,132.0,2.0,mare
decomandat,265000,3.0,261.0,261.0,2.0,mare
decomandat,152900,3.0,123.0,123.0,2.0,mare
decomandat,26800,1.0,30.0,35.0,1.0,mic
decomandat,37700,1.0,37.0,48.0,1.0,mic
decomandat,46948,1.0,38.0,50.0,1.0,mic
semidecomandat,123000,3.0,77.0,97.0,2.0,mediu
decomandat,72500,2.0,53.0,,1.0,mediu
decomandat,420000,4.0,156.0,191.0,3.0,mare
decomandat,130000,3.0,95.0,161.0,2.0,mediu
semidecomandat,86000,3.0,90.0,105.0,2.0,mediu
decomandat,33100,1.0,35.0,46.0,1.0,mic
semidecomandat,132000,3.0,72.0,76.0,2.0,mediu
decomandat,169900,4.0,142.0,142.0,2.0,mare
decomandat,81000,3.0,75.0,90.0,1.0,mediu
semidecomandat,211775,3.0,84.0,117.0,2.0,mare
decomandat,169000,4.0,105.0,125.0,2.0,mare
decomandat,150000,3.0,78.0,100.0,2.0,mare
decomandat,161626,3.0,77.0,102.0,1.0,mare
decomandat,64000,2.0,62.0,74.0,1.0,mic
decomandat,101998,2.0,57.0,67.0,1.0,mediu
decomandat,92000,3.0,64.0,70.0,1.0,mediu
decomandat,31500,1.0,35.0,45.0,1.0,mic
decomandat,119000,3.0,75.0,99.0,1.0,mediu
decomandat,199000,3.0,78.0,109.0,2.0,mare
semidecomandat,114330,2.0,73.0,83.0,1.0,mediu
decomandat,300000,4.0,163.0,186.0,2.0,mare
decomandat,275452,3.0,207.0,250.0,2.0,mare
decomandat,69619,2.0,56.0,72.0,1.0,mediu
decomandat,45264,2.0,56.0,56.0,1.0,mic
semidecomandat,108999,3.0,70.0,70.0,1.0,mediu
decomandat,123886,3.0,85.0,102.0,2.0,mediu
decomandat,53500,2.0,58.0,68.0,1.0,mic
decomandat,166498,3.0,91.0,109.0,2.0,mare
semidecomandat,99000,4.0,81.0,98.0,2.0,mediu
decomandat,39688,1.0,50.0,50.0,1.0,mic
semidecomandat,129265,2.0,68.0,82.0,1.0,mediu
decomandat,42900,2.0,54.0,65.0,1.0,mic
semidecomandat,218000,4.0,108.0,128.0,3.0,mare
semidecomandat,65950,1.0,37.0,41.0,1.0,mediu
decomandat,107700,3.0,76.0,93.0,2.0,mediu
decomandat,29900,2.0,55.0,62.0,1.0,mic
decomandat,34900,2.0,38.0,45.0,1.0,mic
decomandat,156000,2.0,54.0,79.0,1.0,mare
decomandat,60512,3.0,79.0,95.0,2.0,mic
decomandat,40000,2.0,40.0,49.0,1.0,mic
decomandat,95000,3.0,100.0,120.0,2.0,mediu
decomandat,225000,5.0,120.0,120.0,2.0,mare
decomandat,126000,3.0,90.0,100.0,2.0,mediu
decomandat,60000,2.0,60.0,75.0,1.0,mic
decomandat,83750,2.0,122.0,122.0,1.0,mediu
decomandat,67000,1.0,46.0,58.0,1.0,mediu
decomandat,210000,4.0,93.0,100.0,2.0,mare
decomandat,92100,3.0,69.0,,2.0,mediu
decomandat,68000,2.0,63.0,73.0,1.0,mediu
decomandat,68500,2.0,58.0,70.0,1.0,mediu
decomandat,90600,2.0,60.0,73.0,1.0,mediu
decomandat,81900,2.0,47.0,65.0,1.0,mediu
decomandat,54500,2.0,65.0,75.0,1.0,mic
decomandat,189000,3.0,90.0,100.0,2.0,mare
semidecomandat,91900,2.0,45.0,55.0,1.0,mediu
decomandat,34900,2.0,38.0,45.0,1.0,mic
decomandat,550000,3.0,199.0,324.0,3.0,mare
decomandat,42500,2.0,41.0,60.0,1.0,mic
semidecomandat,133000,4.0,85.0,95.0,2.0,mediu
decomandat,38500,2.0,47.0,55.0,1.0,mic
decomandat,49500,1.0,50.0,60.0,1.0,mic
decomandat,86060,2.0,66.0,66.0,1.0,mediu
decomandat,45150,1.0,40.0,47.0,1.0,mic
decomandat,74000,1.0,31.0,36.0,1.0,mediu
semidecomandat,315000,7.0,285.0,370.0,3.0,mare
decomandat,42500,1.0,40.0,51.0,1.0,mic
decomandat,230000,4.0,146.0,165.0,4.0,mare
semidecomandat,70952,2.0,60.0,75.0,1.0,mediu
decomandat,290000,4.0,94.0,130.0,2.0,mare
decomandat,139000,3.0,102.0,107.0,2.0,mediu
decomandat,69619,2.0,56.0,72.0,1.0,mediu
semidecomandat,61900,2.0,43.0,54.0,1.0,mic
decomandat,64500,2.0,59.0,71.0,1.0,mic
decomandat,50192,1.0,63.0,63.0,1.0,mic
decomandat,119900,4.0,95.0,95.0,2.0,mediu
decomandat,65000,2.0,63.0,73.0,1.0,mic
decomandat,51800,2.0,61.0,71.0,2.0,mic
decomandat,45000,2.0,44.0,55.0,1.0,mic
semidecomandat,68600,2.0,47.0,56.0,1.0,mediu
semidecomandat,33900,1.0,29.0,36.0,1.0,mic
semidecomandat,125000,3.0,118.0,119.0,1.0,mediu
decomandat,89999,3.0,92.0,112.0,2.0,mediu
decomandat,368000,3.0,101.0,124.0,2.0,mare
semidecomandat,89500,4.0,85.0,88.0,2.0,mediu
decomandat,51200,2.0,64.0,74.0,1.0,mic
decomandat,31500,1.0,39.0,46.0,1.0,mic
decomandat,85000,2.0,62.0,72.0,1.0,mediu
decomandat,141715,3.0,98.0,118.0,2.0,mediu
decomandat,58000,2.0,59.0,59.0,1.0,mic
decomandat,115000,3.0,79.0,79.0,1.0,mediu
decomandat,31500,1.0,35.0,45.0,1.0,mic
decomandat,49000,1.0,35.0,40.0,1.0,mic
decomandat,34300,1.0,35.0,,1.0,mic
semidecomandat,72900,2.0,41.0,54.0,1.0,mediu
decomandat,125000,4.0,95.0,114.0,2.0,mediu
decomandat,59000,2.0,57.0,70.0,1.0,mic
decomandat,104500,3.0,84.0,84.0,1.0,mediu
decomandat,74500,2.0,60.0,68.0,1.0,mediu
decomandat,85000,3.0,68.0,74.0,2.0,mediu
decomandat,39688,1.0,50.0,60.0,1.0,mic
decomandat,165000,3.0,77.0,187.0,2.0,mare
semidecomandat,182500,3.0,78.0,97.0,2.0,mare
decomandat,92000,2.0,62.0,76.0,1.0,mediu
decomandat,88600,2.0,62.0,75.0,1.0,mediu
decomandat,63500,2.0,55.0,66.0,1.0,mic
decomandat,259164,4.0,145.0,171.0,2.0,mare
semidecomandat,284900,3.0,91.0,100.0,2.0,mare
decomandat,90288,2.0,58.0,70.0,1.0,mediu
decomandat,59500,2.0,57.0,57.0,1.0,mic
decomandat,68500,2.0,62.0,73.0,1.0,mediu
decomandat,89610,1.0,61.0,61.0,1.0,mediu
decomandat,94900,2.0,58.0,67.0,1.0,mediu
decomandat,110000,2.0,47.0,52.0,1.0,mediu
semidecomandat,99910,2.0,53.0,63.0,1.0,mediu
semidecomandat,109000,3.0,70.0,80.0,1.0,mediu
decomandat,110000,2.0,59.0,71.0,1.0,mediu
decomandat,173457,3.0,77.0,145.0,2.0,mare
semidecomandat,75000,3.0,61.0,62.0,1.0,mediu
decomandat,117420,2.0,68.0,79.0,1.0,mediu
decomandat,119480,1.0,96.0,110.0,1.0,mediu
decomandat,100940,2.0,55.0,67.0,1.0,mediu
decomandat,230000,3.0,99.0,131.0,2.0,mare
decomandat,85999,2.0,66.0,78.0,1.0,mediu
decomandat,139000,4.0,100.0,110.0,1.0,mediu
decomandat,121540,2.0,67.0,77.0,1.0,mediu
decomandat,78000,1.0,38.0,38.0,1.0,mediu
decomandat,126500,3.0,73.0,92.0,2.0,mediu
decomandat,121000,2.0,52.0,60.0,1.0,mediu
decomandat,143170,3.0,85.0,95.0,2.0,mare
decomandat,169500,3.0,72.0,87.0,2.0,mare
decomandat,72990,2.0,55.0,69.0,1.0,mediu
decomandat,93000,2.0,62.0,75.0,1.0,mediu
decomandat,301600,3.0,104.0,122.0,2.0,mare
decomandat,114330,2.0,73.0,73.0,1.0,mediu
decomandat,143170,3.0,75.0,88.0,2.0,mare
decomandat,43000,1.0,33.0,43.0,1.0,mic
decomandat,100940,2.0,55.0,65.0,1.0,mediu
decomandat,185000,4.0,100.0,110.0,2.0,mare
decomandat,163770,3.0,110.0,142.0,2.0,mare
,58200,2.0,53.0,61.0,1.0,mic
decomandat,65900,2.0,63.0,85.0,1.0,mediu
decomandat,75900,2.0,49.0,65.0,1.0,mediu
decomandat,52650,2.0,62.0,72.0,2.0,mic
decomandat,99910,2.0,53.0,70.0,1.0,mediu
decomandat,70000,3.0,80.0,93.0,2.0,mediu
decomandat,62000,2.0,88.0,103.0,1.0,mic
decomandat,96900,2.0,59.0,76.0,1.0,mediu
decomandat,152000,3.0,71.0,101.0,2.0,mare
decomandat,121540,2.0,75.0,87.0,1.0,mediu
decomandat,118450,2.0,63.0,73.0,1.0,mediu
decomandat,167380,4.0,162.0,192.0,2.0,mare
decomandat,125900,3.0,70.0,95.0,2.0,mediu
decomandat,153558,3.0,82.0,100.0,2.0,mare
decomandat,70000,2.0,50.0,60.0,1.0,mediu
semidecomandat,112270,2.0,68.0,76.0,1.0,mediu
decomandat,89610,1.0,62.0,72.0,1.0,mediu
decomandat,81000,3.0,75.0,88.0,2.0,mediu
decomandat,72100,3.0,85.0,85.0,2.0,mediu
decomandat,63000,1.0,41.0,45.0,1.0,mic
decomandat,158500,4.0,119.0,143.0,2.0,mare
semidecomandat,88500,2.0,64.0,76.0,1.0,mediu
semidecomandat,55000,2.0,43.0,52.0,1.0,mic
decomandat,88600,2.0,62.0,74.0,1.0,mediu
decomandat,160500,4.0,175.0,200.0,4.0,mare
decomandat,46000,2.0,40.0,55.0,1.0,mic
decomandat,79500,3.0,72.0,85.0,1.0,mediu
semidecomandat,84900,3.0,50.0,55.0,1.0,mediu
decomandat,163770,3.0,110.0,120.0,2.0,mare
decomandat,58643,2.0,56.0,66.0,2.0,mic
decomandat,85000,2.0,55.0,70.0,1.0,mediu
decomandat,37000,1.0,26.0,30.0,1.0,mic
semidecomandat,93120,1.0,54.0,,1.0,mediu
semidecomandat,79900,2.0,46.0,64.0,1.0,mediu
decomandat,54000,2.0,55.0,65.0,1.0,mic
decomandat,190000,3.0,77.0,88.0,2.0,mare
decomandat,66000,2.0,56.0,57.0,1.0,mediu
decomandat,88000,2.0,50.0,54.0,1.0,mediu
decomandat,138900,3.0,71.0,82.0,2.0,mediu
decomandat,350000,3.0,92.0,121.0,2.0,mare
semidecomandat,110000,3.0,82.0,82.0,2.0,mediu
decomandat,122130,1.0,52.0,67.0,1.0,mediu
decomandat,88600,2.0,62.0,75.0,1.0,mediu
decomandat,79999,2.0,93.0,128.0,1.0,mediu
decomandat,260000,4.0,150.0,,3.0,mare
decomandat,59500,2.0,60.0,70.0,1.0,mic
decomandat,106500,3.0,71.0,82.0,2.0,mediu
semidecomandat,52380,2.0,65.0,74.0,1.0,mic
decomandat,158500,4.0,119.0,143.0,2.0,mare
semidecomandat,82900,2.0,55.0,65.0,1.0,mediu
decomandat,85715,2.0,55.0,70.0,1.0,mediu
decomandat,419000,4.0,147.0,190.0,3.0,mare
decomandat,61620,3.0,80.0,96.0,2.0,mic
decomandat,152900,3.0,111.0,133.0,2.0,mare
decomandat,165000,3.0,96.0,115.0,2.0,mare
decomandat,95500,3.0,75.0,86.0,2.0,mediu
decomandat,142000,4.0,101.0,115.0,2.0,mediu
decomandat,127098,2.0,53.0,70.0,1.0,mediu
decomandat,79000,3.0,74.0,93.0,2.0,mediu
decomandat,55650,2.0,45.0,56.0,1.0,mic
semidecomandat,126000,4.0,,93.0,2.0,mediu
semidecomandat,101905,4.0,136.0,144.0,2.0,mediu
semidecomandat,114600,2.0,51.0,64.0,1.0,mediu
decomandat,125000,4.0,92.0,105.0,2.0,mediu
decomandat,36900,2.0,41.0,51.0,1.0,mic
decomandat,88000,3.0,95.0,98.0,1.0,mediu
decomandat,120000,2.0,61.0,69.0,1.0,mediu
semidecomandat,84900,3.0,50.0,55.0,1.0,mediu
decomandat,159000,3.0,75.0,140.0,2.0,mare
decomandat,123444,2.0,53.0,68.0,1.0,mediu
decomandat,248000,3.0,80.0,140.0,2.0,mare
decomandat,80775,3.0,85.0,,2.0,mediu
semidecomandat,227200,4.0,108.0,128.0,3.0,mare
decomandat,176742,3.0,75.0,98.0,2.0,mare
decomandat,239990,3.0,90.0,127.0,2.0,mare
semidecomandat,219000,3.0,132.0,156.0,2.0,mare
semidecomandat,119474,2.0,69.0,,1.0,mediu
decomandat,33000,1.0,33.0,44.0,1.0,mic
decomandat,56000,2.0,47.0,57.0,1.0,mic
semidecomandat,68600,2.0,47.0,56.0,1.0,mediu
semidecomandat,115000,3.0,82.0,82.0,2.0,mediu
semidecomandat,65000,2.0,49.0,69.0,1.0,mic
decomandat,259000,2.0,110.0,130.0,2.0,mare
decomandat,79000,3.0,84.0,94.0,2.0,mediu
decomandat,158500,4.0,119.0,143.0,2.0,mare
semidecomandat,57500,2.0,50.0,54.0,1.0,mic
decomandat,96800,3.0,110.0,127.0,2.0,mediu
decomandat,118000,2.0,58.0,66.0,1.0,mediu
decomandat,130000,2.0,62.0,,1.0,mediu
decomandat,93500,2.0,61.0,75.0,1.0,mediu
decomandat,135342,2.0,61.0,75.0,1.0,mediu
semidecomandat,81000,2.0,50.0,51.0,1.0,mediu
semidecomandat,89990,3.0,64.0,75.0,1.0,mediu
semidecomandat,49490,2.0,55.0,64.0,1.0,mic
decomandat,131868,2.0,57.0,73.0,1.0,mediu
decomandat,150000,2.0,72.0,76.0,2.0,mare
decomandat,109999,3.0,82.0,95.0,2.0,mediu
decomandat,482999,4.0,185.0,210.0,2.0,mare
decomandat,79000,3.0,85.0,98.0,2.0,mediu
decomandat,79500,2.0,40.0,59.0,1.0,mediu
decomandat,84700,2.0,50.0,60.0,1.0,mediu
decomandat,32500,1.0,35.0,45.0,1.0,mic
decomandat,48800,2.0,61.0,75.0,1.0,mic
semidecomandat,70952,2.0,60.0,75.0,1.0,mediu
decomandat,159000,4.0,100.0,100.0,2.0,mare
decomandat,68500,2.0,63.0,73.0,1.0,mediu
semidecomandat,114600,2.0,51.0,64.0,1.0,mediu
decomandat,199656,3.0,89.0,110.0,2.0,mare
semidecomandat,157500,3.0,126.0,126.0,2.0,mare
decomandat,81000,2.0,86.0,100.0,1.0,mediu
decomandat,119999,3.0,72.0,80.0,1.0,mediu
decomandat,179000,4.0,162.0,192.0,2.0,mare
decomandat,130000,2.0,60.0,103.0,2.0,mediu
decomandat,90500,2.0,58.0,72.0,1.0,mediu
decomandat,50000,2.0,66.0,72.0,1.0,mic
decomandat,94760,3.0,89.0,113.0,2.0,mediu
decomandat,67940,3.0,80.0,96.0,1.0,mediu
decomandat,120000,4.0,87.0,95.0,2.0,mediu
decomandat,66900,2.0,41.0,58.0,1.0,mediu
decomandat,50952,2.0,50.0,60.0,1.0,mic
decomandat,119000,3.0,90.0,108.0,2.0,mediu
decomandat,63696,2.0,53.0,62.0,1.0,mic
decomandat,84900,2.0,56.0,56.0,1.0,mediu
semidecomandat,43000,2.0,48.0,49.0,1.0,mic
decomandat,57500,2.0,64.0,81.0,1.0,mic
decomandat,54199,2.0,62.0,71.0,1.0,mic
decomandat,51900,2.0,58.0,72.0,1.0,mic
decomandat,53500,2.0,59.0,69.0,1.0,mic
decomandat,107000,2.0,52.0,62.0,1.0,mediu
decomandat,84000,2.0,71.0,81.0,1.0,mediu
decomandat,65900,2.0,63.0,85.0,1.0,mediu
decomandat,85715,2.0,55.0,75.0,1.0,mediu
decomandat,950000,4.0,135.0,155.0,2.0,mare
decomandat,136500,3.0,78.0,,2.0,mediu
decomandat,415000,5.0,212.0,239.0,3.0,mare
semidecomandat,80000,3.0,90.0,103.0,1.0,mediu
semidecomandat,73000,2.0,47.0,70.0,1.0,mediu
decomandat,88500,3.0,88.0,98.0,2.0,mediu
semidecomandat,50380,2.0,61.0,72.0,1.0,mic
decomandat,53500,2.0,65.0,74.0,1.0,mic
decomandat,85000,2.0,51.0,63.0,1.0,mediu
semidecomandat,48500,2.0,48.0,55.0,1.0,mic
decomandat,99900,3.0,69.0,78.0,2.0,mediu
decomandat,72000,2.0,69.0,73.0,1.0,mediu
decomandat,124500,3.0,70.0,95.0,2.0,mediu
semidecomandat,115000,3.0,68.0,80.0,2.0,mediu
decomandat,65714,2.0,57.0,64.0,1.0,mediu
semidecomandat,80000,2.0,41.0,56.0,1.0,mediu
decomandat,70000,3.0,80.0,93.0,2.0,mediu
semidecomandat,65000,5.0,145.0,149.0,2.0,mic
,89900,3.0,66.0,,1.0,mediu
decomandat,187974,3.0,84.0,104.0,2.0,mare
decomandat,87500,3.0,75.0,85.0,2.0,mediu
decomandat,57000,2.0,55.0,,1.0,mic
decomandat,330000,3.0,137.0,210.0,3.0,mare
semidecomandat,105000,3.0,70.0,70.0,1.0,mediu
decomandat,90500,2.0,56.0,73.0,1.0,mediu
nedecomandat,42500,2.0,48.0,55.0,1.0,mic
decomandat,129800,2.0,57.0,76.0,1.0,mediu
decomandat,88600,2.0,62.0,74.0,1.0,mediu
decomandat,45000,2.0,54.0,,1.0,mic
decomandat,91620,2.0,55.0,70.0,1.0,mediu
decomandat,398150,3.0,160.0,190.0,3.0,mare
decomandat,59000,2.0,59.0,66.0,1.0,mic
decomandat,98000,2.0,59.0,69.0,1.0,mediu
semidecomandat,210000,3.0,77.0,92.0,2.0,mare
semidecomandat,91000,4.0,76.0,82.0,2.0,mediu
decomandat,115290,2.0,64.0,75.0,1.0,mediu
decomandat,72900,2.0,48.0,,1.0,mediu
decomandat,120000,2.0,51.0,55.0,1.0,mediu
,105000,2.0,53.0,59.0,1.0,mediu
,78000,1.0,40.0,43.0,1.0,mediu
decomandat,479000,4.0,130.0,200.0,3.0,mare
decomandat,82300,2.0,56.0,70.0,1.0,mediu
decomandat,65500,1.0,43.0,53.0,1.0,mediu
decomandat,135000,3.0,74.0,80.0,1.0,mediu
decomandat,78000,2.0,58.0,70.0,2.0,mediu
decomandat,66000,1.0,46.0,58.0,1.0,mediu
decomandat,54900,2.0,60.0,72.0,1.0,mic
semidecomandat,160000,2.0,55.0,71.0,1.0,mare
decomandat,240000,3.0,127.0,140.0,3.0,mare
semidecomandat,83000,1.0,47.0,60.0,1.0,mediu
decomandat,60000,2.0,59.0,65.0,1.0,mic
decomandat,775000,5.0,207.0,376.0,3.0,mare
decomandat,151500,2.0,72.0,88.0,1.0,mare
decomandat,92000,2.0,57.0,60.0,1.0,mediu
decomandat,52700,2.0,41.0,,1.0,mic
decomandat,120000,3.0,90.0,95.0,2.0,mediu
nedecomandat,40200,2.0,46.0,55.0,1.0,mic
semidecomandat,50000,2.0,52.0,69.0,1.0,mic
decomandat,112000,2.0,66.0,70.0,1.0,mediu
decomandat,121000,3.0,64.0,70.0,1.0,mediu
decomandat,47170,2.0,59.0,59.0,1.0,mic
decomandat,129000,3.0,90.0,,2.0,mediu
semidecomandat,195000,3.0,96.0,122.0,3.0,mare
decomandat,450000,3.0,110.0,139.0,2.0,mare
decomandat,67000,2.0,47.0,50.0,1.0,mediu
decomandat,39680,1.0,50.0,60.0,1.0,mic
decomandat,143170,3.0,85.0,95.0,2.0,mare
decomandat,74500,2.0,58.0,62.0,1.0,mediu
semidecomandat,46500,1.0,45.0,60.0,1.0,mic
semidecomandat,95000,2.0,57.0,60.0,1.0,mediu
decomandat,96900,2.0,60.0,65.0,1.0,mediu
decomandat,114600,3.0,84.0,93.0,2.0,mediu
decomandat,51450,1.0,43.0,52.0,1.0,mic
decomandat,98500,2.0,61.0,78.0,1.0,mediu
semidecomandat,66500,2.0,69.0,79.0,1.0,mediu
semidecomandat,68600,2.0,47.0,56.0,1.0,mediu
decomandat,99000,2.0,45.0,70.0,1.0,mediu
decomandat,71000,2.0,57.0,75.0,1.0,mediu
decomandat,54525,2.0,59.0,67.0,1.0,mic
decomandat,128000,2.0,46.0,54.0,1.0,mediu
decomandat,49000,1.0,33.0,40.0,1.0,mic
decomandat,148000,2.0,67.0,78.0,1.0,mare
semidecomandat,51990,2.0,60.0,70.0,1.0,mic
decomandat,85000,3.0,72.0,83.0,1.0,mediu
decomandat,495000,3.0,150.0,180.0,3.0,mare
semidecomandat,111000,2.0,59.0,82.0,1.0,mediu
decomandat,145000,4.0,84.0,100.0,2.0,mare
decomandat,119000,2.0,65.0,67.0,1.0,mediu
decomandat,110000,2.0,46.0,50.0,1.0,mediu
decomandat,143170,3.0,85.0,95.0,2.0,mare
decomandat,72860,3.0,80.0,94.0,2.0,mediu
decomandat,74190,3.0,89.0,106.0,2.0,mediu
decomandat,48000,2.0,57.0,,1.0,mic
decomandat,100000,3.0,60.0,90.0,2.0,mediu
decomandat,71650,3.0,80.0,90.0,2.0,mediu
semidecomandat,92000,3.0,64.0,73.0,2.0,mediu
decomandat,229000,4.0,136.0,193.0,3.0,mare
decomandat,54900,2.0,62.0,70.0,1.0,mic
decomandat,80000,3.0,78.0,88.0,2.0,mediu
decomandat,55860,2.0,60.0,74.0,1.0,mic
decomandat,40300,1.0,36.0,,1.0,mic
semidecomandat,69990,2.0,52.0,56.0,1.0,mediu
decomandat,92500,2.0,62.0,70.0,1.0,mediu
decomandat,35700,1.0,40.0,50.0,1.0,mic
decomandat,410000,4.0,166.0,210.0,3.0,mare
semidecomandat,78500,1.0,43.0,57.0,1.0,mediu
decomandat,146000,3.0,86.0,86.0,2.0,mare
decomandat,647000,5.0,176.0,260.0,4.0,mare
decomandat,170000,7.0,140.0,160.0,2.0,mare
decomandat,112500,2.0,40.0,50.0,1.0,mediu
decomandat,73500,3.0,66.0,77.0,1.0,mediu
decomandat,50736,1.0,42.0,50.0,1.0,mic
decomandat,66000,2.0,58.0,69.0,1.0,mediu
decomandat,235000,4.0,90.0,105.0,2.0,mare
decomandat,65000,2.0,62.0,74.0,1.0,mic
semidecomandat,66000,2.0,49.0,53.0,1.0,mediu
decomandat,52900,2.0,64.0,73.0,1.0,mic
decomandat,240000,3.0,85.0,128.0,2.0,mare
decomandat,83750,2.0,123.0,140.0,1.0,mediu
decomandat,123000,4.0,88.0,95.0,2.0,mediu
semidecomandat,180000,2.0,74.0,90.0,1.0,mare
decomandat,85800,2.0,66.0,66.0,1.0,mediu
decomandat,51300,2.0,54.0,54.0,1.0,mic
nedecomandat,43000,2.0,37.0,45.0,1.0,mic
semidecomandat,185000,4.0,85.0,90.0,2.0,mare
decomandat,175000,3.0,76.0,107.0,2.0,mare
decomandat,165240,3.0,105.0,120.0,2.0,mare
decomandat,160000,2.0,61.0,65.0,1.0,mare
decomandat,107000,3.0,84.0,97.0,2.0,mediu
decomandat,60850,2.0,58.0,65.0,1.0,mic
decomandat,52900,1.0,38.0,42.0,1.0,mic
semidecomandat,288000,4.0,138.0,150.0,3.0,mare
decomandat,175000,3.0,76.0,120.0,2.0,mare
decomandat,395000,3.0,100.0,130.0,2.0,mare
semidecomandat,62000,2.0,45.0,50.0,1.0,mic
decomandat,165000,3.0,92.0,115.0,2.0,mare
decomandat,81900,4.0,89.0,89.0,2.0,mediu
semidecomandat,49429,2.0,55.0,63.0,1.0,mic
decomandat,318000,3.0,250.0,500.0,3.0,mare
decomandat,68500,2.0,69.0,84.0,1.0,mediu
semidecomandat,184900,3.0,80.0,90.0,2.0,mare
decomandat,59900,2.0,65.0,77.0,1.0,mic
decomandat,61990,3.0,52.0,55.0,1.0,mic
semidecomandat,88000,2.0,75.0,80.0,1.0,mediu
decomandat,52900,2.0,56.0,65.0,1.0,mic
decomandat,268000,3.0,123.0,145.0,2.0,mare
decomandat,105000,2.0,60.0,85.0,1.0,mediu
decomandat,133000,3.0,84.0,,2.0,mediu
decomandat,127900,3.0,90.0,109.0,2.0,mediu
semidecomandat,46500,2.0,42.0,48.0,1.0,mic
semidecomandat,199000,3.0,79.0,109.0,2.0,mare
decomandat,415000,4.0,175.0,199.0,3.0,mare
decomandat,45000,2.0,57.0,65.0,1.0,mic
decomandat,90560,2.0,67.0,79.0,1.0,mediu
decomandat,121800,2.0,50.0,70.0,1.0,mediu
decomandat,93000,3.0,73.0,85.0,2.0,mediu
decomandat,79900,3.0,74.0,85.0,2.0,mediu
decomandat,52900,2.0,55.0,66.0,1.0,mic
decomandat,66500,2.0,57.0,67.0,1.0,mediu
semidecomandat,87500,2.0,149.0,160.0,1.0,mediu
semidecomandat,140500,3.0,64.0,81.0,2.0,mediu
semidecomandat,66580,3.0,80.0,92.0,2.0,mediu
decomandat,71500,2.0,52.0,71.0,1.0,mediu
decomandat,62476,1.0,45.0,55.0,1.0,mic
decomandat,52290,2.0,65.0,73.0,1.0,mic
decomandat,360000,4.0,171.0,200.0,3.0,mare
decomandat,56990,2.0,53.0,62.0,1.0,mic
decomandat,125900,3.0,88.0,97.0,2.0,mediu
decomandat,550000,5.0,186.0,224.0,3.0,mare
decomandat,120400,2.0,49.0,63.0,1.0,mediu
decomandat,41800,2.0,50.0,61.0,2.0,mic
decomandat,720000,4.0,170.0,270.0,3.0,mare
decomandat,73500,2.0,56.0,2.0,1.0,mediu
decomandat,89000,3.0,74.0,96.0,1.0,mediu
